YVC,55.15,-105.27,55.15128,-105.2621,0.520066681145798
LAS,36.08,-115.17,36.08499,-115.1511,1.78333256686008
NLC,36.33,-119.95,36.30079,-119.7829,15.318731298989
LMV,9999,9999,44.10528,42.97167,9999
LEX,38.03,-84.6,38.0377,-84.59818,0.870632864086287
HLI,21.98,-159.35,21.97801,-159.3492,0.238503229655062
LNK,40.85,-96.75,40.84706,-96.75521,0.546611069316937
LNZ,9999,9999,48.23528,14.18806,9999
LIS,9999,9999,38.7704,-9.1291,9999
LIT,34.73,-92.23,34.72883,-92.22039,0.888031489483423
LHR,9999,9999,51.47002,-0.4542955,9999
YXU,43.03,-81.15,43.02809,-81.14895,0.229096654319664
LAX,33.93,-118.4,33.94159,-118.4085,1.50990468718659
SDF,38.18,-85.73,38.18611,-85.74176,1.23172033457072
LBB,33.65,-101.82,33.65823,-101.8244,1.00340055288343
LUX,9999,9999,49.62333,6.204444,9999
YYL,56.87,-101.08,56.86187,-101.0703,1.08009998797523
MCN,32.7,-83.65,32.84069,-83.6324,15.7307379744651
MSN,43.13,-89.33,43.13647,-89.34581,1.47051780151698
MAD,9999,9999,40.46396,-3.570083,9999
AGP,9999,9999,36.72126,-4.421266,9999
MAN,9999,9999,53.36256,-2.273355,9999
WMJ,46.38,-75.97,46.37752,-75.96475,0.488251863202415
MNH,9999,9999,49.48746,8.46604,9999
MQT,9999,9999,46.34963,-87.38728,9999
MRS,9999,9999,43.43667,5.215,9999
MCW,43.15,-93.33,43.14995,-93.33812,0.658561730424342
MSS,44.93,-74.85,44.93583,-74.84556,0.736756088434702
YMA,63.62,-135.87,63.61702,-135.8734,0.37116005187503
MCG,62.97,-155.62,62.95278,-155.6056,2.0494375601076
MFR,42.38,-122.88,42.36848,-122.8741,1.37128686530668
MLN,9999,9999,999999,999999,9999
MEM,35.05,-90,35.0447,-89.98166,1.7705437827442
NMM,32.55,-88.57,32.55247,-88.5555,1.38626697154393
MEI,32.33,-88.75,32.33012,-88.75181,0.170366971394491
MIA,25.8,-80.3,25.79655,-80.27561,2.47181466189905
MAF,31.95,-102.18,31.94211,-102.2124,3.18067727858081
MIL,9999,9999,45.56516,9.073275,9999
MLS,46.43,-105.87,46.42869,-105.8838,1.06662420636501
MKE,42.95,-87.9,42.94764,-87.90295,0.355516058383236
MSP,44.88,-93.22,44.88123,-93.20311,1.33791909409775
MOT,48.27,-101.28,48.25637,-101.2916,1.742727380262
NKX,32.87,-117.13,32.87015,-117.1441,1.31900060686263
MSO,46.93,-114.1,46.91882,-114.0837,1.75288779628895
MOB,30.68,-88.25,30.68109,-88.24475,0.516268963245501
MLI,41.43,-90.5,41.45399,-90.50655,2.72299520596682
MGM,32.3,-86.4,32.30457,-86.39104,0.984145294351863
YUL,45.47,-73.75,45.45764,-73.74969,1.37453300612693
YMD,76.23,-119.33,76.25,-119.5,5.01592838423843
NUQ,37.42,-122.05,37.38605,-122.0839,4.81556394089665
MLH,9999,9999,47.75084,7.335888,9999
MKG,43.17,-86.25,43.16945,-86.23805,0.97087712938037
NTE,9999,9999,47.21837,-1.553621,9999
BNA,36.12,-86.68,36.13477,-86.66805,1.96260127328148
YNA,50.18,-61.82,50.19016,-61.78897,2.48081635628725
NLN,9999,9999,57.65417,136.1714,9999
EWR,40.7,-74.17,40.68987,-74.17821,1.32221197916665
SWF,9999,9999,41.49947,-74.10155,9999
MSY,29.98,-90.25,29.98422,-90.25597,0.742085892781349
NBG,29.83,-90.03,29.95107,-90.07153,14.0446937816415
JFK,40.65,-73.78,40.64377,-73.78199,0.712759603367334
LGA,40.77,-73.9,40.77392,-73.872,2.39776202343982
IAG,9999,9999,43.10913,-78.9496,9999
NKA,9999,9999,59.81194,-151.6105,9999
NTM,9999,9999,999999,999999,9999
YNI,53.2,-70.9,53.19722,-70.90833,0.635082000326801
OME,64.5,-165.43,64.50993,-165.4435,1.28012509474761
OFK,41.98,-97.43,41.98555,-97.435,0.742995446944006
NGU,36.93,-76.28,36.85077,-76.28587,8.82559134218107
ORF,36.9,-76.2,36.89867,-76.20576,0.533821370647423
YVQ,65.28,-126.8,65.28139,-126.7988,0.165299070467216
NSK,9999,9999,55.01667,82.93333,9999
YYB,46.35,-79.43,46.36305,-79.42471,1.50692110559222
OTH,43.42,-124.25,43.41633,-124.2467,0.484842161961579
NZY,32.7,-117.2,42.88645,-78.87837,3517.84205083331
LBF,41.13,-100.68,41.13276,-100.6983,1.56399912198113
NUE,9999,9999,49.49712,11.07981,9999
GOH,9999,9999,64.19171,-51.67435,9999
OAK,9999,9999,37.71071,-122.2144,9999
OKH,9999,9999,59.36666,143.25,9999
OKC,35.4,-97.6,35.46756,-97.51643,10.6659423337732
OLM,46.97,-122.9,46.9748,-122.8976,0.565440604387518
OMA,41.3,-95.9,41.30249,-95.89359,0.602957157771477
OLA,9999,9999,63.7,9.616667,9999
MCO,9999,9999,28.43116,-81.30808,9999
FBU,9999,9999,59.91387,10.75224,9999
OSD,9999,9999,63.17668,14.63607,9999
YOW,9999,9999,45.31921,-75.66917,9999
PAH,37.07,-88.77,37.06125,-88.76744,0.998720099492033
PAR,9999,9999,48.87149,2.330281,9999
NHK,38.28,-76.4,38.2781,-76.42289,2.0090527069664
YPE,56.23,-117.43,56.23181,-117.4436,0.864484933769166
PDT,45.68,-118.85,45.69536,-118.8414,1.83343879902359
NPA,30.35,-87.32,30.35002,-87.29227,2.66113969300246
YYF,49.47,-119.6,49.46355,-119.6022,0.735902151406488
PIA,40.67,-89.68,40.66417,-89.69305,1.27782108124226
PHL,39.88,-75.25,39.87497,-75.24907,0.564676559884517
PHX,33.43,-111.98,33.43653,-112.0073,2.63243684275855
PIT,40.5,-80.22,40.496,-80.25669,3.13407937411489
PIH,42.92,-112.6,42.90972,-112.5958,1.19201672237309
PGN,9999,9999,56.85,159.8,9999
PHS,9999,9999,36.01902,129.3435,9999
NTD,34.12,-119.12,34.08556,-119.0609,6.65118740782922
POK,9999,9999,59.48109,30.99979,9999
BPT,29.95,-94.02,29.95083,-94.02069,0.114127361200053
PWM,43.65,-70.3,43.64611,-70.30861,0.816491720354347
PDX,45.6,-122.6,45.58924,-122.5939,1.2876076420011
PSY,9999,9999,42.65411,130.8063,9999
POU,9999,9999,41.6275,-73.88416,9999
POZ,9999,9999,52.42083,16.82611,9999
PRG,9999,9999,50.10179,14.26318,9999
PBZ,9999,9999,53.19472,50.21143,9999
PRC,34.65,-112.42,34.65445,-112.4194,0.497771605524894
YPA,53.22,-105.68,53.21812,-105.6733,0.49275827165558
YXS,53.88,-122.68,53.88788,-122.6724,1.00835271297864
YPR,54.3,-130.43,54.31504,-130.3208,7.27752693515368
PVD,41.73,-71.43,41.72581,-71.43675,0.728345176633243
PUB,38.28,-104.52,38.28375,-104.4954,2.18977299526302
NYG,38.5,-77.3,38.50167,-77.30556,0.517658232215755
YQB,46.8,-71.38,46.7923,-71.38367,0.900819296338389
UIL,47.95,-124.55,47.93571,-124.5618,1.81540021546098
RDU,35.87,-78.78,35.87672,-78.79306,1.39437527282424
RAP,44.05,-103.07,44.03802,-103.0609,1.51697336745248
RDM,44.25,-121.15,44.2538,-121.1509,0.427899786309661
YQR,50.43,-104.67,50.43335,-104.6556,1.08408730924073
RNO,39.5,-119.78,39.50583,-119.7754,0.758847565546653
YRB,74.72,-94.98,74.71703,-94.96945,0.452247003008378
RIC,37.5,-77.33,37.50746,-77.33369,0.89133778521169
GIG,9999,9999,-22.81341,-43.24942,9999
SDU,9999,9999,-22.91114,-43.16488,9999
RIV,9999,9999,33.89396,-117.2542,9999
ROA,37.32,-79.97,37.32528,-79.97528,0.75005661243074
RST,43.92,-92.5,43.91123,-92.49547,1.04055041707666
ROC,43.13,-77.67,43.12799,-77.6661,0.387139916704157
RFD,42.2,-89.1,42.19656,-89.10378,0.493121209603683
RKS,41.6,-109.07,41.59483,-109.065,0.708102102922292
ROM,9999,9999,41.89292,12.48252,9999
ROW,33.3,-104.53,33.29934,-104.5247,0.49325862532558
RNP,9999,9999,44.36307,135.8151,9999
RSL,38.87,-98.82,38.87624,-98.8094,1.1502967973803
WSA,43.93,-60.02,43.93372,-59.91491,8.42541300929868
YSY,72,-125.27,71.99355,-125.242,1.20086629395791
SAC,38.52,-121.5,38.51517,-121.5002,0.537001586872906
YSJ,9999,9999,45.32914,-65.89036,9999
SLE,44.92,-123,44.90954,-123.0025,1.1791435288521
SBY,9999,9999,38.34028,-75.51028,9999
SLC,40.78,-111.95,40.78559,-111.9807,2.65684090105256
SJT,31.37,-100.5,31.3575,-100.4961,1.43827826687035
SAT,29.53,-98.47,29.52495,-98.47325,0.644021770341756
SAN,32.73,-117.17,32.7319,-117.1973,2.56357762296461
YZP,53.25,-131.82,53.25413,-131.8138,0.617843226620712
SFO,37.62,-122.38,37.61522,-122.39,1.0269296519906
SJC,9999,9999,37.3667,-121.9259,9999
JSJ,18.43,-66,18.46633,-66.10572,11.860746539993
SBA,9999,9999,34.42573,-119.8366,9999
SCZ,9999,9999,-22.92028,-43.685,9999
SLK,9999,9999,44.38092,-74.20494,9999
ANJ,46.47,-84.35,46.48229,-84.36414,1.7431665398673
SAV,32.13,-81.2,32.13563,-81.20876,1.03544323549614
YKL,54.8,-66.82,54.80561,-66.80569,1.10925943910376
BFF,41.87,-103.6,41.86773,-103.5967,0.373584337559764
SVD,9999,9999,53.98333,123.9333,9999
SEA,47.45,-122.3,47.44443,-122.3005,0.620417221574873
SEL,9999,9999,37.56654,126.978,9999
YZV,50.22,-66.27,50.22333,-66.26556,0.486745323517683
SNH,9999,9999,31.23042,121.4737,9999
SNN,9999,9999,52.69331,-8.920072,9999
SHR,44.77,-106.97,44.76908,-106.9805,0.836866344748692
SHV,32.47,-93.82,32.45454,-93.8285,1.89471859689759
SUX,42.4,-96.38,42.4025,-96.38417,0.441152819857395
FSD,43.57,-96.73,43.58517,-96.7401,1.87267028658449
YXL,50.12,-91.9,50.11389,-91.90528,0.776828223010004
SNS,9999,9999,59.28857,10.75156,9999
SVC,9999,9999,32.64063,-108.1539,9999
SOT,9999,9999,67.396,26.61806,9999
SBN,41.7,-86.32,41.70695,-86.32246,0.799875751326105
SVS,9999,9999,48.96667,140.2833,9999
GEG,47.63,-117.53,47.62566,-117.5367,0.695302580362721
SPI,39.85,-89.68,39.84389,-89.67778,0.705466387625261
SGF,37.23,-93.38,37.23838,-93.39715,1.7817654903947
SVG,9999,9999,58.88253,5.627177,9999
YJT,48.53,-58.55,32.2207,-98.20226,3759.75728841466
YYT,47.62,-52.73,47.61311,-52.74319,1.25030512554775
STL,38.75,-90.37,38.74218,-90.36578,0.943269441583536
SNP,57.15,-170.22,57.16722,-170.2203,1.91479750470023
STR,9999,9999,48.68764,9.205576,9999
SWU,9999,9999,37.26357,127.0286,9999
SVY,9999,9999,44.81575,133.0802,9999
YQY,46.17,-60.05,46.16139,-60.04778,0.972510442108497
SYR,43.12,-76.12,43.11111,-76.10611,1.49950042469365
TKA,62.3,-150.1,62.32167,-150.0939,2.42996845133608
TLH,30.38,-84.37,30.39562,-84.34506,2.95636796745921
TPA,27.97,-82.53,27.97689,-82.53338,0.835067275310676
YQD,53.97,-101.1,53.97145,-101.0917,0.568724654148035
YTH,55.8,-97.87,55.70739,-97.89095,10.3808082656139
THU,9999,9999,76.53333,-68.7,9999
YQT,48.37,-89.32,48.37276,-89.3202,0.307875733907869
TOK,9999,9999,53.10014,49.95481,9999
TOL,41.6,-83.8,41.63834,-83.54172,21.889680952927
TOP,39.07,-95.63,39.06861,-95.6225,0.665604109360051
TOR,9999,9999,45.819,13.34011,9999
YYZ,43.67,-79.63,43.68173,-79.61205,1.94568638253542
XYT,9999,9999,43.56667,1.483333,9999
TUF,9999,9999,47.42833,0.7275,9999
TVC,44.73,-85.58,44.73689,-85.57959,0.767174752881903
TOS,9999,9999,69.67971,18.90771,9999
TUS,32.13,-110.93,32.12104,-110.9374,1.21421169974772
TUL,36.2,-95.9,36.18927,-95.88904,1.54681677242334
UDS,9999,9999,999999,999999,9999
ULL,9999,9999,999999,999999,9999
USN,9999,9999,35.59311,129.3557,9999
YVR,49.18,-123.17,49.19595,-123.1776,1.85657019041068
YYJ,48.65,-123.43,48.64006,-123.4291,1.10800634081364
VCT,28.85,-96.92,28.8454,-96.91999,0.511131394194642
VVO,9999,9999,43.16667,131.9333,9999
YWK,52.93,-66.87,47.53989,-52.76448,1165.66584616906
ACT,31.62,-97.22,31.60918,-97.2234,1.24517835676507
IAD,38.95,-77.45,38.95338,-77.44772,0.424443803242219
DCA,38.85,-77.03,38.85194,-77.0375,0.684528511612677
ALO,42.55,-92.4,42.55695,-92.40028,0.772750207449772
ART,9999,9999,43.99167,-76.02166,9999
YQH,60.12,-128.82,60.11787,-128.8223,0.267699857333004
FOK,9999,9999,40.84361,-72.63167,9999
PBI,26.68,-80.12,26.68862,-80.0907,3.06509091379354
NUW,48.35,-122.65,47.99828,-122.4395,42.109630263423
YXY,60.72,-135.07,60.71418,-135.0756,0.714982665297535
HPN,9999,9999,41.06863,-73.70422,9999
NSE,30.72,-87.02,30.72417,-87.02194,0.499333790191508
SPS,33.97,-98.48,33.9888,-98.49189,2.35987365829187
ICT,37.65,-97.43,37.65085,-97.4287,0.148794410522804
AVP,41.33,-75.73,41.33625,-75.73115,0.700917964205408
IPT,41.25,-76.92,41.24521,-76.91882,0.541859553069167
ISN,48.18,-103.63,48.14697,-103.618,3.77964420099651
ILG,39.67,-75.6,39.67761,-75.60703,1.03815489180534
ILM,34.27,-77.9,34.2668,-77.91037,1.01692061114165
YQG,9999,9999,42.26602,-82.96017,9999
YWG,49.9,-97.23,49.90403,-97.22588,0.536735131349943
INW,35.02,-110.73,35.02195,-110.7228,0.692580124539114
ORH,42.27,-71.87,42.27353,-71.87498,0.567434052774582
YKM,46.57,-120.53,46.56766,-120.5447,1.15706817799021
YAK,59.52,-139.67,59.50917,-139.6597,1.33670615629163
YEN,9999,9999,999999,999999,9999
YZF,62.47,-114.45,62.47083,-114.4377,0.641142065653369
YNG,41.25,-80.67,41.25747,-80.66719,0.862652908897391
NYL,32.65,-114.6,32.69265,-114.6277,5.40454119580719
ZLY,9999,9999,47.31889,138.9864,9999
